,bruises?,gill-spacing,gill-size,stalk-shape,ring-number,population,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-color,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-type,spore-print-color,habitat,class
0,0.0,0.0,0.0,0.0,1.0,4.0,0.49311774859661195,0.5373354521180066,0.6283694821374657,1.0,0.4926971691348473,0.7181257849955623,0.5782773380886633,0.937016433348225,0.9350432021564568,1.0,0.6965748497678586,0.48194748358862144,0.49326629291320245,1.0,0.9695350839255046,0.34144072390937874,1
1,1.0,0.0,0.0,1.0,1.0,3.0,0.49311774859661195,0.5507328256179956,0.7111888126515374,1.0,0.4926971691348473,0.42979052904517423,0.5782773380886633,0.2936434419745609,0.2452930820645391,0.3846191959452776,0.3809645188004515,0.48194748358862144,0.49326629291320245,0.20466013024610857,0.9695350839255046,0.34144072390937874,1
2,1.0,0.0,0.0,0.0,2.0,5.0,0.47009165770265865,0.5373354521180066,0.44244789497171033,0.03520601462483325,0.4926971691348473,0.2052936536954459,0.5782773380886633,0.2936434419745609,0.3106272707400064,0.3846191959452776,0.3809645188004515,0.48194748358862144,0.49326629291320245,0.20466013024610857,0.7536035203660741,0.8847177236627779,0
3,1.0,0.0,0.0,1.0,1.0,5.0,0.47009165770265865,0.5373354521180066,0.5828940563234584,0.03520601462483325,0.4926971691348473,0.10400522693859021,0.5782773380886633,0.2936434419745609,0.3106272707400064,0.0,0.0,0.48194748358862144,0.49326629291320245,0.20466013024610857,0.11809251856325181,0.4043574181877331,0
4,0.0,1.0,1.0,0.0,1.0,3.0,0.47009165770265865,0.5507328256179956,0.44244789497171033,1.0,0.4926971691348473,0.42979052904517423,0.5782773380886633,0.2936434419745609,0.3106272707400064,0.3846191959452776,0.3809645188004515,0.48194748358862144,0.49326629291320245,0.20466013024610857,0.11809251856325181,0.4043574181877331,1
5,1.0,0.0,0.0,0.0,2.0,5.0,0.49311774859661195,0.5373354521180066,0.29355771923330126,0.03520601462483325,0.4926971691348473,0.2052936536954459,0.5782773380886633,0.2936434419745609,0.3106272707400064,0.3846191959452776,0.3809645188004515,0.48194748358862144,0.49326629291320245,0.20466013024610857,0.7536035203660741,0.8847177236627779,0
6,0.0,0.0,1.0,0.0,1.0,4.0,0.47009165770265865,0.5507328256179956,0.5901156900017411,1.0,0.4926971691348473,0.10166379427503004,0.5782773380886633,0.2936434419745609,0.3106272707400064,0.3846191959452776,0.3809645188004515,0.48194748358862144,0.49326629291320245,0.20466013024610857,0.11809251856325181,0.4043574181877331,1
7,1.0,0.0,0.0,1.0,1.0,4.0,0.47009165770265865,0.328465670982119,0.5828940563234584,0.03520601462483325,0.4926971691348473,0.10400522693859021,0.5782773380886633,0.2936434419745609,0.3106272707400064,0.3846191959452776,0.0,0.48194748358862144,0.49326629291320245,0.20466013024610857,0.11188434979891583,0.4043574181877331,0
8,1.0,0.0,0.0,1.0,1.0,4.0,0.49311774859661195,0.328465670982119,0.5828940563234584,0.03520601462483325,0.4926971691348473,0.42979052904517423,0.5782773380886633,0.2936434419745609,0.3106272707400064,0.0,0.3809645188004515,0.48194748358862144,0.49326629291320245,0.20466013024610857,0.11188434979891583,0.4043574181877331,0
9,0.0,0.0,1.0,1.0,1.0,4.0,0.7146081845899308,0.5373354521180066,0.44484213932521144,1.0,0.4926971691348473,1.0,0.5782773380886633,0.2936434419745609,0.3106272707400064,0.6898577469803727,0.3809645188004515,0.48194748358862144,0.49326629291320245,0.635472083652145,0.7536035203660741,0.8847177236627779,1
10,0.0,0.0,1.0,1.0,1.0,4.0,0.49311774859661195,0.5507328256179956,0.5828940563234584,1.0,0.4926971691348473,1.0,0.5782773380886633,0.2936434419745609,0.3106272707400064,0.6898577469803727,0.6965748497678586,0.48194748358862144,0.49326629291320245,0.635472083652145,0.7536035203660741,0.4043574181877331,1
11,0.0,0.0,1.0,1.0,1.0,4.0,0.49311774859661195,0.5373354521180066,0.5828940563234584,1.0,0.4926971691348473,1.0,0.5782773380886633,0.937016433348225,0.3106272707400064,0.6898577469803727,0.3809645188004515,0.48194748358862144,0.49326629291320245,0.635472083652145,0.7536035203660741,0.4043574181877331,1
12,1.0,0.0,0.0,1.0,1.0,4.0,0.49311774859661195,0.328465670982119,0.44484213932521144,0.03520601462483325,0.4926971691348473,0.42979052904517423,0.5782773380886633,0.2936434419745609,0.3106272707400064,0.3846191959452776,0.0,0.48194748358862144,0.49326629291320245,0.20466013024610857,0.11809251856325181,0.4043574181877331,0
13,1.0,0.0,0.0,1.0,1.0,4.0,0.47009165770265865,0.328465670982119,0.44484213932521144,0.03520601462483325,0.4926971691348473,0.42979052904517423,0.5782773380886633,0.2936434419745609,0.3106272707400064,0.6898577469803727,0.6965748497678586,0.48194748358862144,0.49326629291320245,0.20466013024610857,0.11809251856325181,0.4043574181877331,0
14,1.0,0.0,0.0,0.0,1.0,2.0,0.10930968946271914,0.5507328256179956,0.3067832885267387,0.0,0.4926971691348473,0.2052936536954459,0.07638132338641836,0.2936434419745609,0.3106272707400064,0.3846191959452776,0.3809645188004515,0.48194748358862144,0.49326629291320245,0.20466013024610857,0.11809251856325181,0.13420307176262217,0
15,0.0,1.0,0.0,1.0,1.0,3.0,0.49311774859661195,0.5507328256179956,0.3067832885267387,0.03520601462483325,0.4926971691348473,0.15198319581958145,0.2249544049390614,0.2936434419745609,0.3106272707400064,0.3846191959452776,0.3809645188004515,0.48194748358862144,0.49326629291320245,0.635472083652145,0.11188434979891583,0.34144072390937874,0
16,0.0,0.0,1.0,1.0,1.0,4.0,0.47009165770265865,0.5507328256179956,0.5828940563234584,1.0,0.4926971691348473,1.0,0.5782773380886633,0.937016433348225,0.3106272707400064,0.3846191959452776,0.3809645188004515,0.48194748358862144,0.49326629291320245,0.635472083652145,0.7536035203660741,0.8847177236627779,1
17,0.0,0.0,1.0,1.0,1.0,4.0,0.7146081845899308,0.5373354521180066,0.44484213932521144,1.0,0.4926971691348473,1.0,0.5782773380886633,0.2936434419745609,0.9350432021564568,0.6898577469803727,0.6965748497678586,0.48194748358862144,0.49326629291320245,0.635472083652145,0.7536035203660741,0.8847177236627779,1
18,1.0,0.0,0.0,1.0,1.0,4.0,0.49311774859661195,0.5373354521180066,0.5828940563234584,0.03520601462483325,0.4926971691348473,0.10400522693859021,0.5782773380886633,0.2936434419745609,0.3106272707400064,0.0,0.0,0.48194748358862144,0.49326629291320245,0.20466013024610857,0.11809251856325181,0.4043574181877331,0
19,1.0,0.0,0.0,1.0,1.0,4.0,0.47009165770265865,0.328465670982119,0.5828940563234584,0.03520601462483325,0.4926971691348473,0.10400522693859021,0.5782773380886633,0.2936434419745609,0.3106272707400064,0.3846191959452776,0.0,0.48194748358862144,0.49326629291320245,0.20466013024610857,0.11809251856325181,0.4043574181877331,0
20,0.0,0.0,1.0,0.0,1.0,4.0,0.49311774859661195,0.328465670982119,0.44484213932521144,0.03520601462483325,0.4926971691348473,0.15198319581958145,0.2249544049390614,0.2936434419745609,0.3106272707400064,0.3846191959452776,0.3809645188004515,0.48194748358862144,0.49326629291320245,0.20466013024610857,0.11809251856325181,0.7378524431134725,0
21,0.0,0.0,0.0,0.0,1.0,4.0,0.49311774859661195,0.5373354521180066,0.6283694821374657,1.0,0.4926971691348473,0.6693130787726499,0.5782773380886633,0.937016433348225,0.9350432021564568,0.9630680373397301,0.6965748497678586,0.48194748358862144,0.49326629291320245,1.0,0.9695350839255046,0.4043574181877331,1
22,0.0,1.0,0.0,1.0,1.0,0.0,0.47009165770265865,0.5507328256179956,0.44484213932521144,0.03520601462483325,0.4926971691348473,0.7181257849955623,0.2249544049390614,0.2936434419745609,0.3106272707400064,0.3846191959452776,0.3809645188004515,0.48194748358862144,0.49326629291320245,0.635472083652145,0.11809251856325181,0.34144072390937874,0
23,0.0,0.0,0.0,0.0,1.0,5.0,0.49311774859661195,0.328465670982119,0.44244789497171033,1.0,0.4926971691348473,0.7181257849955623,0.5782773380886633,0.937016433348225,0.9350432021564568,1.0,0.6965748497678586,0.48194748358862144,0.49326629291320245,1.0,0.9695350839255046,0.4043574181877331,1
24,1.0,0.0,0.0,1.0,1.0,5.0,0.47009165770265865,0.328465670982119,0.5828940563234584,0.03520601462483325,0.4926971691348473,0.42979052904517423,0.5782773380886633,0.2936434419745609,0.3106272707400064,0.6898577469803727,0.3809645188004515,0.48194748358862144,0.49326629291320245,0.20466013024610857,0.11809251856325181,0.4043574181877331,0
25,1.0,0.0,0.0,1.0,1.0,3.0,0.49311774859661195,0.5507328256179956,0.3067832885267387,1.0,0.4926971691348473,0.7181257849955623,0.5782773380886633,0.2659331137392134,0.3106272707400064,0.3846191959452776,0.3809645188004515,0.48194748358862144,0.49326629291320245,0.20466013024610857,0.9695350839255046,0.7378524431134725,1
26,1.0,0.0,0.0,1.0,1.0,5.0,0.47009165770265865,0.328465670982119,0.44484213932521144,0.03520601462483325,0.4926971691348473,0.42979052904517423,0.5782773380886633,0.2936434419745609,0.3106272707400064,0.0,0.3809645188004515,0.48194748358862144,0.49326629291320245,0.20466013024610857,0.11188434979891583,0.4043574181877331,0
27,0.0,0.0,1.0,1.0,1.0,4.0,0.47009165770265865,0.5373354521180066,0.5828940563234584,1.0,0.4926971691348473,1.0,0.5782773380886633,0.937016433348225,0.3106272707400064,0.3846191959452776,0.3809645188004515,0.48194748358862144,0.49326629291320245,0.635472083652145,0.7536035203660741,0.4043574181877331,1
28,1.0,0.0,0.0,1.0,1.0,4.0,0.47009165770265865,0.328465670982119,0.44484213932521144,0.03520601462483325,0.4926971691348473,0.42979052904517423,0.5782773380886633,0.2936434419745609,0.3106272707400064,0.0,0.6965748497678586,0.48194748358862144,0.49326629291320245,0.20466013024610857,0.11188434979891583,0.4043574181877331,0
29,0.0,1.0,0.0,1.0,1.0,0.0,0.49311774859661195,0.5507328256179956,0.44244789497171033,0.03520601462483325,0.4926971691348473,0.15198319581958145,0.2249544049390614,0.2659331137392134,0.3106272707400064,0.3846191959452776,0.3809645188004515,0.48194748358862144,0.49326629291320245,0.635472083652145,0.11188434979891583,0.34144072390937874,0
30,0.0,1.0,0.0,1.0,1.0,0.0,0.47009165770265865,0.5507328256179956,0.44484213932521144,0.03520601462483325,0.4926971691348473,0.10400522693859021,0.2249544049390614,0.2936434419745609,0.2452930820645391,0.3846191959452776,0.3809645188004515,0.48194748358862144,0.49326629291320245,0.635472083652145,0.11188434979891583,0.34144072390937874,0
31,0.0,0.0,1.0,0.0,1.0,4.0,0.47009165770265865,0.5373354521180066,0.6283694821374657,0.03520601462483325,0.4926971691348473,0.2052936536954459,0.5782773380886633,0.937016433348225,0.27196231308931995,0.3846191959452776,0.8724706942215005,0.48194748358862144,0.49326629291320245,0.635472083652145,0.7536035203660741,0.4043574181877331,1
32,1.0,0.0,0.0,1.0,1.0,5.0,0.49311774859661195,0.5373354521180066,0.44244789497171033,0.03520601462483325,0.4926971691348473,0.42979052904517423,0.5782773380886633,0.2936434419745609,0.3106272707400064,0.6898577469803727,0.3809645188004515,0.48194748358862144,0.49326629291320245,0.20466013024610857,0.11809251856325181,0.4043574181877331,0
33,0.0,0.0,1.0,1.0,1.0,4.0,0.47009165770265865,0.5373354521180066,0.5828940563234584,1.0,0.4926971691348473,1.0,0.5782773380886633,0.2936434419745609,0.9350432021564568,0.3846191959452776,0.6965748497678586,0.48194748358862144,0.49326629291320245,0.635472083652145,0.7536035203660741,0.8847177236627779,1
34,0.0,1.0,0.0,1.0,1.0,0.0,0.49311774859661195,0.328465670982119,0.3067832885267387,0.03520601462483325,0.4926971691348473,0.15198319581958145,0.2249544049390614,0.2936434419745609,0.2452930820645391,0.3846191959452776,0.3809645188004515,0.48194748358862144,0.49326629291320245,0.635472083652145,0.11809251856325181,0.34144072390937874,0
