,PC1,PC2,PC3,Class
0,-0.42070310362411756,-0.47113374477175185,1.3741356177515112,1
1,1.8149257177857678,4.744754535799833,3.5808311725223767,0
2,1.5435364194723933,2.401481237763868,3.91803820324966,0
3,1.050376198606303,1.5612849058528475,3.589555266140204,1
4,-1.7826839481876213,-1.1520479384763158,1.1700653211853123,0
5,2.934687528895203,4.613121008009999,3.539827759919598,0
6,0.24765765359037584,5.484830794023829,3.243181345052694,0
7,1.4959789418437177,2.4094943423455315,3.7413677850430584,0
8,3.0402403404224576,0.3283348125084764,3.200296989604219,1
9,0.45439828441389807,6.118365926738541,3.53031650885184,0
10,-0.41945948486585016,4.261623624854745,3.4784331186665725,0
11,2.7397587666069545,4.790615245954272,3.5209132329821458,0
12,6.45704642742864,1.9827400615087063,4.5179412793604605,0
13,-0.11694309013180737,1.700931538224343,3.4538882605363828,1
14,-0.34090611033402896,-0.5197491505375007,1.4108037101965571,0
15,-0.7196168806532497,-0.8935124575676712,0.5603693420484017,0
16,-0.7186065096431418,1.9423172069271724,3.886602537300174,0
17,0.7774907335764243,-1.2596604004583645,1.0863369236052698,1
18,0.6413951984669364,1.2347375848472004,3.8007650094094547,1
19,-0.8296841037634841,-0.7976810657773985,1.5853453610207637,1
20,1.5954258774888883,4.881201214697992,3.986943418604424,0
21,0.3209522558083835,-1.5781946168823486,1.1208762486679191,1
22,0.9110492680516273,3.487452912718002,4.129962531231948,0
23,5.9744875406713245,1.5129417556005462,4.483557501680076,0
24,-0.35582946220134204,4.104839903181559,3.1145345446240036,0
25,1.1307315859006648,0.8906485003880915,3.37360788277703,1
26,2.314111758459155,4.453182667088933,3.956291141882806,0
27,5.378905494879806,0.16311316594469893,4.154052093863298,0
28,-0.13038968890224778,0.03926571467455098,1.0304736374175025,0
29,2.5920081635230923,4.097019970048677,3.0759301500398557,0
30,-0.5914018475340543,4.390057199171242,4.061215782955218,0
31,-0.13360909814024158,1.6900462803646517,3.6780564261677906,1
32,1.6939586346590039,3.062306518386973,4.051812507085524,0
33,2.3198379616043128,-0.85617829421005,1.5176602596299045,0
34,1.6860535646588053,3.0321442172005515,4.252671114473612,0
35,5.975323494033052,0.43534465031552205,3.689998936601288,0
36,-0.32730188852231734,-0.5778503944217164,0.5733277644105588,0
37,3.7561181902424754,-3.5324053921601335,2.3690946078955637,1
38,4.270463728011668,3.1921468855698336,3.2263518216735747,0
39,1.3842537538281032,3.816872387001678,3.871255040537889,0
40,2.5178014587556388,4.256411385817931,3.9518961105769392,0
41,2.1291834826047635,3.494235792105596,3.6175499970300926,0
42,-1.665655635311426,0.97451164113712,0.530040407122474,0
43,2.631259340283092,0.0017874915028297522,3.4115067328734696,1
44,6.66233772727152,2.506058663785355,4.311126567397077,0
45,2.335631905940749,3.6639238121493327,3.239734173758297,0
46,1.3446013461996253,3.8550477927697617,3.4937260149431975,0
47,5.443128980516915,0.1659853192227283,4.106554346438491,0
48,1.686870466448529,3.1459179553805656,4.277096071562161,0
49,5.956130302818609,1.1712932633712905,4.934445308312936,0
50,5.9580451147935225,-0.7763648969010513,1.7195107741048155,0
51,1.430344979318328,3.068661091108191,2.729671299393882,0
52,0.7685321228652136,2.856789933281319,3.7953296200079922,0
53,-0.877241581392159,-0.789667961195736,1.4086749428141623,1
54,0.3562613956446685,2.03035101250802,3.195180769842324,1
55,6.590209171634214,2.4730242093209043,4.5594829222099715,0
56,-0.8939753271114038,-1.6262408628653766,1.4527944733890639,0
57,6.250305796605117,1.349204928793994,4.230806115561315,0
58,1.6037535941249828,3.680425708103519,3.4651427944558435,0
59,3.34897208554383,0.8612451754975563,1.2109291511579343,0
60,-0.7362828886616839,-0.904397715427363,0.7845375076798096,0
61,1.531202391851779,4.878329061419963,4.0344411660292305,0
62,-0.5747358395256201,4.400942457030934,3.83704761732381,0
63,-0.6556253331711637,4.3871850458932125,4.108713530380024,0
64,1.7075737121403995,2.242885362260951,3.536114146349103,0
65,-1.1983709720383457,-0.22747927804331702,1.7251749711583138,0
66,2.205349275925507,2.6133523955907405,2.8523798826355478,0
67,6.484694581924419,1.9857086209407324,4.742253228338537,0
68,6.809709011931094,2.336577530422745,4.153370676127928,0
69,1.5936442167615765,-2.2621142901704934,1.0676579028009083,0
70,3.6355679574063378,1.7766422014402066,3.576889250687991,0
71,-0.8290339479778178,3.7754204288978834,3.3732420353180625,0
72,5.960580847227872,0.41071611488785464,3.9450150004129867,0
73,3.3156400695269617,0.8394746597781726,1.65926548242075,0
74,2.2160016479249367,5.041139555619059,3.570480036641216,0
75,3.507120986132119,1.7708978948841478,3.6718847455376036,0
76,0.5548374164897538,1.1038519834747582,3.2937774156197737,0
77,2.3050953147991335,-0.8808068296377183,1.7726763234416012,0
78,3.77278419825091,-3.5215201343004408,2.144926442264156,1
79,1.6926320008299522,1.1707732399722715,1.1238573337146196,0
80,-1.5906250856725572,-0.37155511723951573,0.9318724539009118,0
81,5.34858722223556,-1.0484765319035683,3.7925909049606226,1
82,0.045558984750475595,-1.3652401767035673,0.8530886344978672,0
83,-0.8292346562809222,-1.5689565538586336,0.5252739126831436,0
84,6.288265105068813,0.9460083286720877,4.3715487864603055,0
85,-1.1336303012078641,-0.17019496903657316,0.7976544104523917,0
86,6.675952804752919,1.6866375076593325,3.795428206660656,0
87,1.7963682757861403,2.2868050745850934,3.0635896259048003,0
88,5.356481360205059,-2.1700990653112964,1.6217118718564159,0
89,0.22879603076058208,-0.7370565360897938,1.418549420352031,0
90,0.2503762543707433,-0.7179617664208795,1.1093759001167225,0
91,1.4057739013096957,3.0276135320620767,3.154698072413378,0
92,0.626340647082102,5.989932352422044,2.9475338445631944,0
93,-0.22207325502316566,4.754779925944972,3.4724770140912753,0
94,-0.8176050287653549,-0.9847067591387475,1.8040772338575337,0
95,0.09150850976475722,5.043607309839406,2.5999425109770833,0
96,2.589155454227289,-1.152490815483973,1.9131321966634847,0
97,2.9989110145323123,4.615993161288029,3.492330012494792,0
98,0.0669374317561251,5.002559750793292,3.024969283996583,0
99,0.43626602426701444,5.367282477567024,2.436230515132639,0
100,1.2718157755625623,-1.405189576230164,0.9937929655070459,0
101,2.3541868127235293,3.184069453539955,4.0128781507170075,0
102,5.8645414581242665,0.5948324722387728,4.837774593541255,0
103,2.749336606404914,4.8851119408075565,3.522028631827375,0
104,-0.6341051856895701,3.597926190953611,3.392156562255515,0
105,2.7230927585985207,4.77972998809458,3.7450813986135536,0
106,6.532769244746465,2.0321076720877844,4.038900833264023,0
107,1.9049599419830847,2.7360416633511786,3.530158041773806,0
108,-0.2088808241776663,5.166296577599844,3.277720670115345,0
109,2.012311947628452,5.237910836890061,3.5748750679470813,0
110,6.253779373768053,0.9485735349988138,4.201394293905839,0
111,-1.8606444737282404,0.34365225447287795,0.10374243229581914,0
112,5.178458994600014,0.2239289611455222,3.7168034717757727,0
113,2.78731624423563,4.782602141372609,3.697583651188747,0
114,0.6580612064753706,1.2456228427068918,3.576596843778047,1
115,3.5542712151079088,1.985387094218793,4.21463278000456,0
116,1.6053960091682846,-2.259438544120024,0.9284950917733976,0
117,6.321597121085681,0.967778844391471,3.92321245519749,0
118,2.2949206325191986,0.8158844672948762,4.050497911533659,0
119,-0.5295422578381617,-0.27086258271265073,1.0716726714789555,0
120,0.7794509362380326,1.6971330523388586,2.7846734924544148,1
121,-0.20097575417746816,5.196458878786267,3.076862062727253,0
122,2.265199202356927,-2.186893222339272,1.4100997356936968,1
123,-1.7974265949928006,-1.176676473903984,1.4250813849970108,0
124,-0.5501647615169887,4.441990016077047,3.4120208443043136,0
