,Unnamed: 0,bruises?,gill-spacing,gill-size,stalk-shape,ring-number,population,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-color,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-type,spore-print-color,habitat,class
1215,1215,1.0,0.0,0.0,1.0,1.0,4.0,0.4665502327536664,0.5350093409195773,0.451783806098587,0.0343710919670062,0.4926951280406669,0.0948936828115331,0.5764353881982394,0.2947431798328576,0.3121688447185216,0.6867281404997256,0.6913836356361243,0.4820183235334336,0.4934775666622191,0.2064174211308143,0.1160756110154572,0.4016521918592043,0
5744,5744,0.0,0.0,1.0,1.0,1.0,4.0,0.4952063838496021,0.5533633278192878,0.5817048950112256,1.0,0.4926951280406669,1.0,0.5764353881982394,0.2947431798328576,0.936993948417662,0.3864143991994127,0.3838363452872237,0.4820183235334336,0.4934775666622191,0.6378385569144408,0.7573544687168535,0.7067386434087599,1
1185,1185,0.0,0.0,1.0,1.0,1.0,4.0,0.4952063838496021,0.5350093409195773,0.451783806098587,1.0,0.4926951280406669,1.0,0.5764353881982394,0.940194628246743,0.936993948417662,0.6867281404997256,0.6913836356361243,0.4820183235334336,0.4934775666622191,0.6378385569144408,0.7573544687168535,0.7067386434087599,1
7122,7122,0.0,0.0,1.0,1.0,1.0,4.0,0.4952063838496021,0.5350093409195773,0.5817048950112256,1.0,0.4926951280406669,1.0,0.5764353881982394,0.940194628246743,0.936993948417662,0.6867281404997256,0.6913836356361243,0.4820183235334336,0.4934775666622191,0.6378385569144408,0.7573544687168535,0.4016521918592043,1
566,566,0.0,0.0,1.0,1.0,1.0,4.0,0.4665502327536664,0.5533633278192878,0.5817048950112256,1.0,0.4926951280406669,1.0,0.5764353881982394,0.2947431798328576,0.936993948417662,0.6867281404997256,0.3838363452872237,0.4820183235334336,0.4934775666622191,0.6378385569144408,0.7573544687168535,0.4016521918592043,1
1574,1574,1.0,0.0,0.0,0.0,2.0,1.0,0.4665502327536664,0.5533633278192878,0.7084717974031841,0.0343710919670062,0.4926951280406669,0.2042492656877002,0.5764353881982394,0.2947431798328576,0.3121688447185216,0.0,0.3838363452872237,0.4820183235334336,0.4934775666622191,0.6378385569144408,0.7573544687168535,0.0,0
5515,5515,1.0,0.0,0.0,0.0,1.0,2.0,0.4665502327536664,0.5350093409195773,0.3076050414444256,0.0,0.4926951280406669,0.2042492656877002,0.0760757806765774,0.2947431798328576,0.3121688447185216,0.3864143991994127,0.3838363452872237,0.4820183235334336,0.4934775666622191,0.2064174211308143,0.1203293079426171,0.127931070444722,0
771,771,0.0,1.0,0.0,1.0,1.0,0.0,0.4952063838496021,0.3278004261654335,0.451783806098587,0.0343710919670062,0.4926951280406669,0.1059214448715113,0.2392627793234004,0.2947431798328576,0.3121688447185216,0.3864143991994127,0.3838363452872237,0.4820183235334336,0.4934775666622191,0.6378385569144408,0.1160756110154572,0.3472786656986596,0
2532,2532,1.0,0.0,0.0,1.0,1.0,4.0,0.4665502327536664,0.5350093409195773,0.4359251491286171,0.0343710919670062,0.4926951280406669,0.0948936828115331,0.5764353881982394,0.2947431798328576,0.3121688447185216,0.3864143991994127,0.0,0.4820183235334336,0.4934775666622191,0.2064174211308143,0.1160756110154572,0.4016521918592043,0
5136,5136,1.0,0.0,0.0,0.0,1.0,3.0,0.4665502327536664,0.5350093409195773,0.3076050414444256,0.0,0.4926951280406669,0.1059214448715113,0.0760757806765774,0.2947431798328576,0.3121688447185216,0.3864143991994127,0.3838363452872237,0.4820183235334336,0.4934775666622191,0.2064174211308143,0.1203293079426171,0.3472786656986596,0
