,PC1,PC2,PC3,Class
0,0.6130733874310401,0.6183031569922901,-1.3193144201681735,0
1,0.5693209261928813,0.803997804395747,-1.1100817711450632,0
2,0.880528699587459,0.7514996209816556,-0.9660614948946098,0
3,1.01252963163496,0.7736610510785127,-0.6209653256281189,0
4,0.35801076821553685,0.8939745758519284,0.526495005531435,0
5,0.8139589537167216,0.7512797042512876,-0.879247657648637,0
6,0.8546422438722068,0.894391893159731,-0.7259844843524554,0
7,0.8503850584339503,0.815233204443818,-0.933872896837171,0
8,0.4898841375825288,0.7542373859578776,-0.9480312685867078,0
9,0.7515158735153199,0.7775220826329021,-1.0176742032548427,0
10,0.8548569144256334,0.8133833654507954,-0.6482549293249313,0
11,0.9912621943529327,0.9541864951529091,-0.6965856493536691,0
12,0.9175362127415531,0.8577186324721229,-0.883510027914572,0
13,1.0170155813117217,0.7601494392381867,-0.23730997653863467,0
14,1.0637879229307445,0.5262853216102754,-0.17225496925298783,0
15,1.1315708850145119,0.9018507033955867,-0.41388837213949353,0
16,0.8450135753062087,0.7586973648154236,-1.0472839722566087,0
17,0.9238598236177784,0.8874954645261353,-0.84921563192104,0
18,0.9518959309724866,0.831908483390118,-0.3906266970698025,0
19,0.8381395119065368,0.834701331397874,-0.805950243909574,0
20,0.8441018277599517,0.8167601438137237,-0.8468727335729387,0
21,0.8613136417204135,0.8250003817962579,-0.7634188818800649,0
22,0.6400710112983392,0.8050261182193954,-0.7515504332694873,0
23,0.9941219541655497,0.8817890618468909,-0.7361758397115994,0
24,0.9650082848485066,0.9282884213404836,-0.48472125531700255,0
25,1.0526822004423992,0.8816186356198998,-0.5783315722411904,0
26,0.9693985762992214,0.8593230142765371,-0.6973845400262084,0
27,0.9969970252004214,1.0287099703322873,-0.5904636949814961,0
28,1.1040974910680486,0.6828101118620805,-0.2010372166846568,0
29,0.9684169472808208,0.9095275282743378,-0.7822566529320032,0
30,0.8913980231888149,0.8578524259669722,-0.7870128235612395,0
31,0.8923577609859372,0.8222909179641484,-0.340674956479219,0
32,0.6457093157142391,0.9131583069373435,-0.7386538781096565,0
33,1.0236077521887772,0.9274186846647157,-0.5978884379701124,0
34,0.9963785212119216,0.9751457519006081,-0.627042694970577,0
35,0.7395753918146724,0.8731540899004768,-1.0441178902877983,0
36,0.803596558226468,0.7877453589472643,-0.8836695865064375,0
37,1.0729146743250144,0.7401624617307038,-0.17697412815129215,0
38,1.098080533488704,0.9365679082644611,-0.497736842316206,0
39,-0.04781395277997896,0.6132830645858582,-0.9702494861661874,0
40,1.054300347447604,0.8956235367367711,-0.4096154025649053,0
41,1.014518174293611,0.8024028844380819,-0.26854343595226376,0
42,0.7559835893240547,0.8963081119381064,-0.8329292320486175,0
43,1.0093490536816077,0.8922301169218789,-0.45617594338566875,0
44,1.0890140042433316,0.7060358574390314,-0.12903248480002433,0
45,0.7452601086010393,0.8645745215713669,-0.7984954199223804,0
46,0.7070163689290061,0.8826499952256106,-0.9449723391689551,0
47,1.0160591622766304,0.915213314264161,-0.534214156949699,0
48,0.5982018688201416,0.8540436340292616,-1.0129233613237982,0
49,1.1085694497648462,0.8274786935095255,-0.26203696372907775,0
50,0.9000454708140665,0.9693094119025685,-0.47193678235618547,0
51,1.0737591598281437,0.8318698760808549,-0.460671758708836,0
52,0.9605344843869055,0.8172489870692108,-0.35672157519771525,0
53,1.1747603489873626,0.5951208355135047,-0.063284781990887,0
54,1.0506208157190045,0.8602632196171021,-0.4069314065604039,0
55,1.0154592406270757,0.8230835703397874,-0.22952892693658639,0
56,0.8902769354728169,0.9457505489431037,-0.6936328463617014,0
57,1.2415067514608666,0.64600256818661,-0.19486631585254782,0
58,1.0591042295901796,0.555738300692538,0.10011174505292636,0
59,1.157002144289491,0.5223020242695677,-0.08802771408145343,0
60,0.9952667779370523,0.367690033817204,0.18391698994936762,0
61,1.1023378629255096,0.7914379589206992,-0.166709609021494,0
62,0.8786410369056098,0.7759650280676638,-1.0262079997823652,0
63,0.9775368956799038,0.9889656867913073,-0.4421095452573018,0
64,1.1573511880387741,0.9703986011181263,-0.38247278522410016,0
65,1.13945563654139,0.664302384334351,-0.0903899876389479,0
66,1.017944310185893,0.9566208852349269,-0.5029975619293192,0
67,1.0267899059452563,1.0165056852533692,-0.5439002903572294,0
68,1.0315055214512958,0.6108686596029785,0.10085408813325075,0
69,0.7282097002530337,0.9481991145205813,-0.5959696817430535,0
70,1.0600029599197933,0.8791207058485582,-0.09883610842183754,0
71,0.5950828348770785,0.23066487238734124,0.14931710122296252,0
72,1.050887381497989,0.857637569195145,-0.20026366092873987,0
73,0.921488919016218,0.920917622060976,-0.1260476348097846,0
74,1.0609283825592601,0.7391241398538525,0.040800676962870236,0
75,0.9093800550339556,0.958719394108607,-0.3484691253982887,0
76,1.129808438996541,0.5755784846416113,0.05306141825357635,0
77,1.1536851147680882,0.7512221445056234,-0.05602676894096181,0
78,1.0323614282493947,0.8606526110199384,-0.7661707910320112,0
79,1.1309618577406846,0.5849001070750449,0.17190663777129095,0
80,1.1230792507009497,0.542664752630364,0.09855197563342985,0
81,1.1713782584773231,0.3996469324347566,0.1264215525923899,0
82,1.150948285224011,0.6851783946359447,0.027263235416419923,0
83,0.8195960768983157,0.8931002487441857,-0.6846167168342852,0
84,1.097331684241951,0.7237756205641973,0.0019087017544291707,0
85,0.9995330622630063,0.8574964836913643,-0.0650877427823488,0
